card_brand,card_type,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,account_age,pin_age,card_brand_encoded
1.0,1.0,1,1,9200.0,2020-02-01,2020,0,6,6,1
1.0,0.0,1,2,17967.0,2020-02-01,2020,0,6,6,1
1.0,0.0,1,1,13161.0,2020-02-01,2020,0,6,6,1
2.0,1.0,1,2,11700.0,2026-02-01,2022,0,0,4,2
1.0,0.0,1,1,17678.0,2017-02-01,2017,0,9,9,1
2.0,1.0,1,1,81.0,2015-09-01,2015,0,11,11,2
1.0,0.0,1,2,26231.0,2017-07-01,2017,0,9,9,1
2.0,1.0,1,1,7700.0,2017-03-01,2017,0,9,9,2
2.0,1.0,1,1,6800.0,2006-11-01,2024,0,20,2,2
1.0,0.0,1,2,736.0,2010-03-01,2015,0,16,11,1
2.0,1.0,1,1,96.0,2012-10-01,2026,0,14,0,2
1.0,0.0,0,1,14977.0,2015-10-01,2015,0,11,11,1
2.0,0.0,1,1,13162.0,2020-02-01,2020,0,6,6,2
2.0,0.0,1,2,17649.0,2013-09-01,2013,0,13,13,2
2.0,0.0,1,1,10538.0,2011-11-01,2025,0,15,1,2
1.0,1.0,1,2,10500.0,2007-11-01,2025,0,19,1,1
2.0,0.0,1,1,39441.0,2002-10-01,2022,0,24,4,2
1.0,0.0,1,2,27720.0,2016-05-01,2016,0,10,10,1
2.0,1.0,1,2,5300.0,2017-04-01,2017,0,9,9,2
2.0,0.0,1,2,20182.0,2020-02-01,2020,0,6,6,2
1.0,0.0,1,1,41816.0,2020-02-01,2020,0,6,6,1
2.0,0.0,1,2,39457.0,2014-06-01,2014,0,12,12,2
2.0,1.0,1,3,7900.0,2009-06-01,2024,0,17,2,2
1.0,1.0,1,2,7400.0,2006-02-01,2022,0,20,4,1
1.0,1.0,1,2,107.0,2018-06-01,2018,0,8,8,1
2.0,0.0,1,2,88743.0,2026-06-01,2010,0,0,16,2
1.0,1.0,0,1,2500.0,2014-05-01,2014,0,12,12,0
1.0,0.0,1,1,151223.0,2026-08-01,2024,0,0,2,1
1.0,0.0,1,1,26960.0,2006-07-01,2010,0,20,16,1
1.0,1.0,1,1,69.0,2013-04-01,2013,0,13,13,1
1.0,1.0,1,1,9100.0,2005-09-01,2015,0,21,11,1
2.0,1.0,1,2,23000.0,2016-10-01,2016,0,10,10,2
2.0,1.0,1,2,21900.0,2010-10-01,2013,0,16,13,2
2.0,0.0,1,1,22676.0,2008-11-01,2026,0,18,0,2
2.0,1.0,1,1,65.0,2009-06-01,2024,0,17,2,2
1.0,1.0,1,2,12000.0,2007-08-01,2026,0,19,0,0
2.0,0.0,1,1,20723.0,2007-03-01,2013,0,19,13,2
1.0,1.0,1,2,14200.0,2016-06-01,2016,0,10,10,1
2.0,0.0,1,1,18818.0,2003-07-01,2022,0,23,4,2
2.0,0.0,1,1,20509.0,2005-09-01,2007,0,21,19,2
2.0,0.0,1,1,17510.0,2002-09-01,2022,0,24,4,2
2.0,0.0,1,1,3335.0,1998-10-01,2026,0,28,0,2
1.0,0.0,1,2,4598.0,2003-12-01,2017,0,23,9,1
1.0,0.0,1,2,18498.0,2026-10-01,2010,0,0,16,1
2.0,0.0,1,2,7312.0,2007-05-01,2022,0,19,4,2
1.0,0.0,1,2,34799.0,2009-04-01,2014,0,17,12,1
2.0,1.0,1,2,57.0,2010-12-01,2017,0,16,9,2
2.0,0.0,1,1,14383.0,2003-03-01,2025,0,23,1,2
2.0,0.0,0,1,20666.0,2000-09-01,2025,0,26,1,2
1.0,1.0,1,2,11400.0,2013-09-01,2013,0,13,13,1
1.0,0.0,1,2,19695.0,2012-07-01,2026,0,14,0,1
2.0,0.0,1,1,16578.0,2000-12-01,2010,0,26,16,2
2.0,1.0,1,2,8700.0,2014-10-01,2014,0,12,12,2
1.0,1.0,1,1,10600.0,2026-11-01,2013,0,0,13,1
1.0,0.0,1,2,906.0,1994-09-01,2013,0,32,13,1
1.0,0.0,0,1,42142.0,2009-02-01,2010,0,17,16,1
1.0,1.0,1,1,4000.0,2020-02-01,2020,0,6,6,1
1.0,0.0,1,1,12247.0,2009-12-01,2024,0,17,2,1
1.0,1.0,1,2,77.0,2020-02-01,2020,0,6,6,1
2.0,0.0,1,1,82677.0,2020-02-01,2020,0,6,6,2
2.0,0.0,0,2,15029.0,2003-09-01,2007,0,23,19,2
2.0,1.0,1,1,9700.0,2009-07-01,2013,0,17,13,2
1.0,0.0,1,2,6847.0,2009-12-01,2024,0,17,2,1
1.0,1.0,1,2,4800.0,2003-03-01,2025,0,23,1,1
1.0,0.0,1,1,17294.0,2002-08-01,2010,0,24,16,1
2.0,1.0,1,3,0.0,2012-11-01,2026,0,14,0,2
1.0,0.0,1,2,5857.0,2026-10-01,2007,0,0,19,1
1.0,0.0,1,2,17536.0,2003-10-01,2010,0,23,16,1
1.0,1.0,1,2,61.0,2007-07-01,2016,0,19,10,1
1.0,0.0,1,1,34278.0,2001-03-01,2010,0,25,16,1
1.0,0.0,1,2,38235.0,2026-08-01,2016,0,0,10,1
2.0,0.0,0,2,1587.0,2010-07-01,2013,0,16,13,2
2.0,0.0,1,2,28156.0,2010-04-01,2010,0,16,16,2
2.0,1.0,0,1,6500.0,2006-11-01,2018,0,20,8,2
1.0,0.0,1,2,4324.0,2011-12-01,2025,0,15,1,1
2.0,0.0,1,2,1112.0,2010-06-01,2010,0,16,16,2
2.0,1.0,1,1,19600.0,2020-02-01,2020,0,6,6,2
2.0,0.0,1,2,15182.0,2007-04-01,2024,0,19,2,2
2.0,1.0,1,1,14200.0,2012-08-01,2026,0,14,0,2
1.0,0.0,1,1,30065.0,2001-05-01,2025,0,25,1,1
2.0,1.0,0,1,10600.0,2020-02-01,2020,0,6,6,2
2.0,0.0,1,1,39764.0,2013-11-01,2013,0,13,13,2
1.0,0.0,1,1,27208.0,2008-07-01,2022,0,18,4,1
1.0,0.0,0,1,29637.0,2010-03-01,2010,0,16,16,1
1.0,0.0,1,1,24442.0,2020-02-01,2020,0,6,6,1
1.0,0.0,1,2,28390.0,2008-04-01,2022,0,18,4,1
1.0,0.0,1,1,11510.0,2025-08-01,2025,0,1,1,1
1.0,1.0,1,1,6400.0,2006-09-01,2025,0,20,1,1
1.0,0.0,1,2,40176.0,2005-05-01,2024,0,21,2,1
2.0,1.0,1,2,4400.0,2011-02-01,2025,0,15,1,2
2.0,0.0,1,2,15878.0,2006-08-01,2022,0,20,4,2
2.0,1.0,1,2,8500.0,2015-07-01,2015,0,11,11,2
1.0,0.0,1,1,19597.0,2010-06-01,2010,0,16,16,1
2.0,0.0,1,1,51504.0,2010-12-01,2010,0,16,16,2
1.0,0.0,0,1,27974.0,2003-09-01,2026,0,23,0,1
1.0,0.0,0,2,6629.0,2007-10-01,2022,0,19,4,1
1.0,0.0,1,2,2093.0,2007-11-01,2015,0,19,11,1
2.0,0.0,1,2,27053.0,2011-07-01,2025,0,15,1,2
1.0,0.0,1,2,15800.0,2002-06-01,2026,0,24,0,1
2.0,0.0,1,1,20699.0,2002-05-01,2022,0,24,4,2
2.0,0.0,1,2,31662.0,2012-04-01,2026,0,14,0,2
1.0,0.0,1,2,25292.0,2013-12-01,2013,0,13,13,1
1.0,0.0,1,1,19299.0,2020-02-01,2020,0,6,6,1
2.0,0.0,1,2,27215.0,2007-08-01,2010,0,19,16,2
1.0,1.0,1,2,20300.0,2009-11-01,2010,0,17,16,1
2.0,1.0,0,2,87.0,2006-06-01,2006,0,20,20,2
2.0,1.0,1,2,11700.0,2013-02-01,2013,0,13,13,2
1.0,0.0,1,2,16460.0,2010-04-01,2010,0,16,16,1
2.0,0.0,1,1,27036.0,2019-08-01,2019,0,7,7,2
2.0,0.0,1,2,15925.0,2007-08-01,2007,0,19,19,2
1.0,0.0,1,2,20660.0,2018-07-01,2018,0,8,8,1
2.0,0.0,1,1,18301.0,2010-02-01,2010,0,16,16,2
2.0,1.0,1,2,14200.0,2010-11-01,2018,0,16,8,2
2.0,0.0,1,1,24230.0,2009-12-01,2025,0,17,1,2
1.0,1.0,1,3,102.0,2018-02-01,2018,0,8,8,1
1.0,0.0,1,2,21218.0,2018-10-01,2018,0,8,8,1
2.0,0.0,1,2,27066.0,2018-09-01,2018,0,8,8,2
1.0,0.0,1,2,19723.0,2006-07-01,2010,0,20,16,1
2.0,0.0,1,2,21990.0,2020-02-01,2020,0,6,6,2
2.0,0.0,0,2,14614.0,2015-02-01,2015,0,11,11,2
2.0,1.0,1,1,8700.0,2020-02-01,2020,0,6,6,2
1.0,0.0,1,1,24111.0,2015-03-01,2015,0,11,11,1
1.0,0.0,1,1,34839.0,2015-10-01,2015,0,11,11,1
1.0,1.0,1,1,12800.0,2010-06-01,2026,0,16,0,1
2.0,0.0,1,2,15112.0,2005-07-01,2016,0,21,10,2
2.0,0.0,1,1,14295.0,2010-02-01,2010,0,16,16,2
1.0,0.0,1,2,23244.0,2007-11-01,2007,0,19,19,1
2.0,0.0,1,1,12639.0,2012-08-01,2026,0,14,0,2
1.0,0.0,1,1,13482.0,2014-07-01,2014,0,12,12,1
1.0,0.0,1,1,13022.0,2010-05-01,2010,0,16,16,1
1.0,0.0,0,2,23999.0,2014-04-01,2014,0,12,12,1
2.0,1.0,1,1,18800.0,2026-05-01,2025,0,0,1,2
2.0,1.0,1,2,3900.0,2014-04-01,2014,0,12,12,2
1.0,0.0,1,2,11749.0,2003-06-01,2015,0,23,11,1
1.0,1.0,1,1,77.0,2026-09-01,2025,0,0,1,1
2.0,0.0,1,2,86262.0,2011-10-01,2025,0,15,1,2
2.0,0.0,1,1,92939.0,2026-02-01,2025,0,0,1,2
2.0,0.0,1,1,24546.0,2008-08-01,2010,0,18,16,2
1.0,1.0,1,1,17000.0,2001-07-01,2018,0,25,8,0
2.0,1.0,1,2,6800.0,2013-10-01,2013,0,13,13,2
1.0,1.0,1,2,15100.0,2011-08-01,2025,0,15,1,1
1.0,1.0,1,1,14300.0,2008-07-01,2022,0,18,4,1
2.0,1.0,1,2,4100.0,2012-05-01,2026,0,14,0,2
1.0,1.0,1,1,8500.0,2006-07-01,2025,0,20,1,1
2.0,0.0,1,1,1741.0,2020-02-01,2020,0,6,6,2
1.0,1.0,1,2,74.0,2020-02-01,2020,0,6,6,1
2.0,1.0,0,1,8700.0,2020-02-01,2020,0,6,6,2
2.0,1.0,1,2,9700.0,2019-04-01,2019,0,7,7,2
1.0,1.0,1,1,13800.0,2009-07-01,2017,0,17,9,1
2.0,1.0,1,2,0.0,2009-06-01,2025,0,17,1,2
2.0,0.0,1,2,22501.0,2010-02-01,2010,0,16,16,2
2.0,0.0,1,2,25307.0,2012-09-01,2026,0,14,0,2
2.0,0.0,1,1,23401.0,2008-10-01,2025,0,18,1,2
2.0,0.0,1,2,15485.0,2026-10-01,2010,0,0,16,2
2.0,1.0,1,2,12400.0,2014-09-01,2014,0,12,12,2
1.0,0.0,1,2,14850.0,2012-09-01,2026,0,14,0,1
1.0,0.0,1,1,25093.0,2002-07-01,2006,0,24,20,1
2.0,0.0,1,2,28422.0,2020-02-01,2020,0,6,6,2
2.0,1.0,1,1,10100.0,2020-02-01,2020,0,6,6,2
1.0,1.0,1,2,40.0,2008-08-01,2018,0,18,8,1
1.0,0.0,1,1,18820.0,2003-07-01,2022,0,23,4,1
2.0,0.0,1,2,8562.0,2006-09-01,2022,0,20,4,2
2.0,0.0,1,1,5933.0,2007-11-01,2024,0,19,2,2
2.0,1.0,1,2,33.0,2002-06-01,2018,0,24,8,2
1.0,0.0,1,1,10764.0,2005-06-01,2007,0,21,19,1
1.0,1.0,1,1,8900.0,2020-02-01,2020,0,6,6,1
1.0,0.0,1,2,21131.0,2007-02-01,2007,0,19,19,1
1.0,0.0,1,2,13383.0,2015-04-01,2015,0,11,11,1
1.0,1.0,1,1,58.0,2010-09-01,2010,0,16,16,1
1.0,1.0,1,2,14600.0,2002-12-01,2022,0,24,4,0
2.0,0.0,1,1,23806.0,2025-05-01,2022,0,1,4,2
1.0,0.0,1,1,16422.0,2007-11-01,2025,0,19,1,1
1.0,1.0,1,1,66.0,2018-07-01,2018,0,8,8,1
2.0,0.0,1,2,21032.0,2020-02-01,2020,0,6,6,2
1.0,1.0,1,2,8500.0,2008-10-01,2022,0,18,4,1
1.0,0.0,1,2,17667.0,2010-07-01,2025,0,16,1,1
2.0,0.0,1,1,34013.0,2012-11-01,2026,0,14,0,2
1.0,0.0,1,1,38290.0,2014-07-01,2014,0,12,12,1
1.0,0.0,1,1,17718.0,2009-12-01,2010,0,17,16,1
1.0,0.0,0,1,25878.0,2003-09-01,2024,0,23,2,1
1.0,0.0,1,1,22858.0,2008-05-01,2010,0,18,16,1
1.0,0.0,0,1,19913.0,2007-12-01,2010,0,19,16,1
1.0,0.0,1,1,18648.0,2020-02-01,2020,0,6,6,1
1.0,0.0,1,1,9676.0,2000-06-01,2024,0,26,2,1
2.0,1.0,1,2,4900.0,2002-07-01,2004,0,24,22,2
2.0,1.0,1,1,62.0,2011-02-01,2025,0,15,1,2
1.0,0.0,1,1,17957.0,2014-06-01,2014,0,12,12,1
1.0,0.0,1,2,1816.0,2005-08-01,2024,0,21,2,1
2.0,1.0,1,2,4600.0,2026-08-01,2025,0,0,1,2
2.0,1.0,1,2,91.0,2003-04-01,2015,0,23,11,2
2.0,0.0,1,1,18647.0,2005-02-01,2007,0,21,19,2
2.0,1.0,1,1,18100.0,2005-08-01,2022,0,21,4,2
1.0,1.0,1,2,35.0,2009-06-01,2024,0,17,2,1
2.0,0.0,1,1,19079.0,2020-02-01,2020,0,6,6,2
2.0,0.0,1,2,30000.0,2020-02-01,2020,0,6,6,2
1.0,0.0,1,1,29170.0,2005-03-01,2006,0,21,20,1
1.0,1.0,1,3,19800.0,2007-11-01,2025,0,19,1,0
2.0,1.0,1,2,14500.0,2002-05-01,2007,0,24,19,2
1.0,1.0,1,2,12200.0,2015-09-01,2015,0,11,11,1
1.0,0.0,1,2,1500.0,2006-02-01,2018,0,20,8,1
2.0,1.0,0,1,13700.0,2001-06-01,2021,0,25,5,2
2.0,1.0,1,1,3000.0,2020-02-01,2020,0,6,6,2
1.0,0.0,1,1,1470.0,2008-04-01,2022,0,18,4,1
2.0,1.0,1,2,5500.0,2005-12-01,2010,0,21,16,2
2.0,0.0,1,2,4326.0,2020-02-01,2020,0,6,6,2
2.0,1.0,1,2,13600.0,2020-02-01,2020,0,6,6,2
2.0,0.0,1,2,9562.0,2008-09-01,2025,0,18,1,2
1.0,0.0,1,1,18244.0,2012-07-01,2026,0,14,0,1
2.0,1.0,1,2,81.0,2015-09-01,2015,0,11,11,2
1.0,1.0,1,1,6000.0,2008-12-01,2010,0,18,16,1
1.0,0.0,1,1,16409.0,1998-05-01,2022,0,28,4,1
2.0,0.0,1,2,15822.0,2006-09-01,2024,0,20,2,2
1.0,0.0,1,2,1447.0,2026-12-01,2010,0,0,16,1
1.0,1.0,1,3,6600.0,2006-07-01,2010,0,20,16,1
2.0,1.0,1,1,15700.0,2006-07-01,2025,0,20,1,2
1.0,0.0,1,2,26704.0,2018-06-01,2018,0,8,8,1
1.0,0.0,1,2,43033.0,2007-04-01,2013,0,19,13,1
1.0,1.0,1,1,5800.0,2020-02-01,2020,0,6,6,0
1.0,0.0,1,1,17432.0,2001-10-01,2014,0,25,12,1
1.0,0.0,1,1,34453.0,2014-05-01,2014,0,12,12,1
1.0,1.0,1,1,14800.0,2003-08-01,2018,0,23,8,1
2.0,0.0,1,1,2603.0,2005-10-01,2026,0,21,0,2
1.0,0.0,1,2,11568.0,2006-03-01,2022,0,20,4,1
2.0,0.0,1,1,35943.0,2001-06-01,2024,0,25,2,2
1.0,1.0,1,1,13600.0,2011-04-01,2025,0,15,1,0
1.0,0.0,1,2,8671.0,2007-12-01,2024,0,19,2,1
2.0,0.0,1,1,24498.0,2012-06-01,2026,0,14,0,2
1.0,0.0,1,3,18021.0,2009-03-01,2024,0,17,2,1
2.0,0.0,1,2,7830.0,2005-09-01,2010,0,21,16,2
1.0,0.0,1,2,17980.0,2007-03-01,2007,0,19,19,1
2.0,1.0,1,2,9000.0,2006-09-01,2022,0,20,4,2
1.0,0.0,1,1,16034.0,2026-11-01,2013,0,0,13,1
1.0,0.0,1,2,323.0,2003-07-01,2024,0,23,2,1
2.0,0.0,1,1,6611.0,2008-07-01,2022,0,18,4,2
1.0,0.0,1,1,14231.0,2002-10-01,2010,0,24,16,1
2.0,1.0,1,1,11400.0,2009-10-01,2024,0,17,2,2
2.0,1.0,1,2,5900.0,2005-02-01,2024,0,21,2,2
2.0,0.0,1,1,3915.0,2010-09-01,2010,0,16,16,2
1.0,0.0,1,2,8882.0,2009-06-01,2015,0,17,11,1
1.0,0.0,1,1,1218.0,2011-08-01,2026,0,15,0,1
1.0,1.0,1,2,85.0,2009-03-01,2025,0,17,1,1
2.0,1.0,1,2,10500.0,2002-03-01,2010,0,24,16,2
1.0,0.0,1,1,14056.0,2006-12-01,2022,0,20,4,1
1.0,0.0,1,1,2001.0,2010-02-01,2018,0,16,8,1
1.0,1.0,1,1,19500.0,2020-02-01,2020,0,6,6,1
1.0,1.0,1,2,13600.0,2020-02-01,2020,0,6,6,1
1.0,0.0,1,2,3013.0,2006-07-01,2006,0,20,20,1
1.0,0.0,1,1,22304.0,2009-12-01,2010,0,17,16,1
2.0,0.0,1,1,12948.0,2008-10-01,2022,0,18,4,2
1.0,0.0,1,1,20695.0,2020-02-01,2020,0,6,6,1
2.0,0.0,1,1,17223.0,2020-02-01,2020,0,6,6,2
1.0,1.0,1,2,49.0,2006-09-01,2010,0,20,16,1
2.0,0.0,1,2,19792.0,2011-05-01,2025,0,15,1,2
2.0,1.0,1,2,76.0,2011-05-01,2025,0,15,1,2
1.0,0.0,1,1,19811.0,2013-08-01,2013,0,13,13,1
1.0,0.0,1,2,17602.0,2011-06-01,2025,0,15,1,1
1.0,1.0,1,1,96.0,2007-11-01,2025,0,19,1,1
1.0,1.0,1,2,36900.0,2020-02-01,2020,0,6,6,1
2.0,0.0,1,2,14263.0,2020-02-01,2020,0,6,6,2
1.0,0.0,1,2,3013.0,2020-02-01,2020,0,6,6,1
1.0,0.0,1,1,7184.0,2012-12-01,2026,0,14,0,1
2.0,1.0,1,1,62.0,2005-11-01,2007,0,21,19,2
1.0,1.0,1,2,8300.0,2026-08-01,2018,0,0,8,1
2.0,1.0,1,1,11900.0,2010-02-01,2014,0,16,12,2
2.0,1.0,0,2,2000.0,2010-07-01,2010,0,16,16,2
1.0,0.0,1,2,12827.0,2014-08-01,2014,0,12,12,1
1.0,1.0,1,1,10800.0,2008-04-01,2026,0,18,0,1
2.0,0.0,1,1,8400.0,2007-06-01,2022,0,19,4,2
2.0,1.0,1,2,6700.0,2011-08-01,2025,0,15,1,2
2.0,1.0,1,2,60.0,2008-04-01,2024,0,18,2,2
2.0,1.0,1,1,10300.0,2003-05-01,2016,0,23,10,2
2.0,0.0,1,2,9073.0,2008-08-01,2026,0,18,0,2
2.0,0.0,1,2,19635.0,2007-05-01,2018,0,19,8,2
2.0,0.0,1,1,21207.0,2007-02-01,2007,0,19,19,2
2.0,1.0,1,1,14000.0,2002-10-01,2022,0,24,4,2
1.0,1.0,0,1,14400.0,2003-09-01,2025,0,23,1,0
1.0,1.0,1,1,72.0,2020-02-01,2020,0,6,6,1
1.0,0.0,1,2,16475.0,2008-04-01,2024,0,18,2,1
2.0,1.0,1,2,16200.0,2008-04-01,2013,0,18,13,2
1.0,0.0,1,1,17689.0,2006-11-01,2006,0,20,20,1
2.0,0.0,0,1,16080.0,2018-07-01,2018,0,8,8,2
1.0,0.0,0,1,17599.0,2016-05-01,2016,0,10,10,1
1.0,0.0,1,2,12224.0,2005-12-01,2006,0,21,20,1
1.0,0.0,1,2,10726.0,2014-06-01,2014,0,12,12,1
2.0,1.0,1,1,6300.0,2020-02-01,2020,0,6,6,2
1.0,1.0,1,2,4400.0,2015-03-01,2015,0,11,11,0
1.0,0.0,1,2,18089.0,2005-12-01,2013,0,21,13,1
1.0,0.0,1,1,10683.0,2006-03-01,2024,0,20,2,1
2.0,1.0,1,1,14600.0,2014-07-01,2014,0,12,12,2
2.0,1.0,1,1,17900.0,2008-07-01,2022,0,18,4,2
2.0,0.0,1,1,26410.0,2008-05-01,2025,0,18,1,2
2.0,1.0,1,2,28600.0,2005-07-01,2025,0,21,1,2
1.0,0.0,1,2,41057.0,2006-03-01,2010,0,20,16,1
2.0,0.0,1,2,3864.0,2010-05-01,2015,0,16,11,2
2.0,0.0,1,1,5024.0,2011-12-01,2026,0,15,0,2
2.0,0.0,1,2,10607.0,2020-02-01,2020,0,6,6,2
2.0,1.0,1,1,0.0,2012-10-01,2026,0,14,0,2
1.0,1.0,1,2,10500.0,2014-08-01,2014,0,12,12,1
1.0,1.0,1,1,4000.0,2014-05-01,2014,0,12,12,1
1.0,0.0,0,2,12708.0,2008-06-01,2022,0,18,4,1
2.0,0.0,1,1,16017.0,2013-05-01,2013,0,13,13,2
1.0,0.0,1,1,16320.0,2011-12-01,2025,0,15,1,1
2.0,0.0,1,2,13060.0,2012-08-01,2026,0,14,0,2
2.0,0.0,1,2,10517.0,2010-08-01,2014,0,16,12,2
1.0,1.0,1,1,90.0,2002-11-01,2024,0,24,2,1
1.0,1.0,1,1,72.0,2018-04-01,2018,0,8,8,1
2.0,0.0,1,1,18280.0,2008-05-01,2025,0,18,1,2
1.0,1.0,0,1,13600.0,2003-04-01,2026,0,23,0,1
2.0,0.0,1,1,12778.0,2005-05-01,2010,0,21,16,2
1.0,0.0,1,1,12917.0,2013-07-01,2013,0,13,13,1
2.0,0.0,1,2,8874.0,2002-06-01,2026,0,24,0,2
2.0,0.0,1,2,4322.0,2009-07-01,2013,0,17,13,2
1.0,0.0,1,1,9219.0,2005-07-01,2022,0,21,4,1
1.0,0.0,1,1,6088.0,2001-11-01,2021,0,25,5,1
2.0,1.0,1,2,12700.0,2020-02-01,2020,0,6,6,2
2.0,1.0,1,2,76.0,2020-02-01,2020,0,6,6,2
1.0,0.0,1,2,12760.0,2007-06-01,2024,0,19,2,1
1.0,1.0,1,1,3600.0,2014-10-01,2014,0,12,12,0
1.0,0.0,0,2,15894.0,2010-06-01,2010,0,16,16,1
2.0,1.0,1,2,11500.0,2020-02-01,2020,0,6,6,2
2.0,0.0,1,2,21439.0,2017-10-01,2017,0,9,9,2
1.0,0.0,1,1,32165.0,2006-11-01,2014,0,20,12,1
1.0,0.0,1,2,12346.0,1998-07-01,2006,0,28,20,1
1.0,1.0,1,2,13500.0,2026-06-01,2014,0,0,12,1
2.0,1.0,1,2,12700.0,2014-03-01,2014,0,12,12,2
2.0,0.0,1,1,16962.0,2005-05-01,2010,0,21,16,2
1.0,0.0,1,2,17007.0,2006-06-01,2024,0,20,2,1
1.0,0.0,1,1,43673.0,2010-07-01,2025,0,16,1,1
1.0,0.0,1,1,43973.0,2017-12-01,2017,0,9,9,1
1.0,0.0,1,1,28069.0,2015-08-01,2015,0,11,11,1
1.0,0.0,1,1,30366.0,2009-10-01,2024,0,17,2,1
2.0,0.0,1,2,1241.0,2005-04-01,2014,0,21,12,2
2.0,0.0,1,1,60610.0,2008-03-01,2022,0,18,4,2
1.0,0.0,1,1,50961.0,2008-08-01,2010,0,18,16,1
2.0,0.0,1,1,31896.0,2014-08-01,2014,0,12,12,2
1.0,1.0,1,1,24600.0,2003-02-01,2013,0,23,13,1
2.0,1.0,1,2,22.0,2025-10-01,2016,0,1,10,2
2.0,1.0,1,1,3100.0,2026-03-01,2025,0,0,1,2
2.0,0.0,1,1,42241.0,2011-06-01,2026,0,15,0,2
2.0,0.0,1,1,25497.0,2000-12-01,2026,0,26,0,2
2.0,1.0,0,2,14300.0,2005-03-01,2026,0,21,0,2
1.0,1.0,1,2,10800.0,2020-02-01,2020,0,6,6,1
1.0,0.0,0,1,16332.0,2016-04-01,2016,0,10,10,1
2.0,0.0,1,2,6724.0,2009-10-01,2025,0,17,1,2
1.0,0.0,1,2,20933.0,2000-06-01,2014,0,26,12,1
1.0,0.0,1,1,25253.0,2008-03-01,2022,0,18,4,1
2.0,0.0,1,2,13202.0,2011-02-01,2025,0,15,1,2
1.0,1.0,1,2,78.0,2015-03-01,2015,0,11,11,1
1.0,0.0,1,1,8342.0,2007-09-01,2024,0,19,2,1
2.0,1.0,1,1,14300.0,2010-04-01,2010,0,16,16,2
1.0,1.0,1,1,11900.0,2009-09-01,2026,0,17,0,1
1.0,0.0,1,1,10445.0,2010-08-01,2010,0,16,16,1
1.0,1.0,1,1,73.0,2010-08-01,2010,0,16,16,1
2.0,0.0,1,1,17319.0,2008-09-01,2010,0,18,16,2
2.0,1.0,1,2,9400.0,2016-11-01,2016,0,10,10,2
1.0,1.0,1,2,8900.0,2011-05-01,2014,0,15,12,0
1.0,0.0,1,2,9324.0,2008-11-01,2024,0,18,2,1
1.0,0.0,1,1,8304.0,2009-05-01,2013,0,17,13,1
2.0,1.0,1,1,10900.0,2009-06-01,2024,0,17,2,2
1.0,0.0,1,1,10946.0,2012-05-01,2026,0,14,0,1
1.0,0.0,1,2,24576.0,2020-02-01,2020,0,6,6,1
2.0,1.0,1,2,12500.0,2007-09-01,2013,0,19,13,2
1.0,0.0,1,2,21408.0,2010-08-01,2015,0,16,11,1
1.0,0.0,0,1,9433.0,2026-02-01,2024,0,0,2,1
1.0,0.0,1,1,34858.0,2020-02-01,2020,0,6,6,1
2.0,0.0,0,1,28147.0,2020-02-01,2020,0,6,6,2
1.0,0.0,1,2,10236.0,2020-02-01,2020,0,6,6,1
1.0,0.0,1,2,31604.0,2008-04-01,2014,0,18,12,1
1.0,1.0,1,2,5600.0,2013-07-01,2013,0,13,13,1
1.0,0.0,1,1,16220.0,2014-11-01,2014,0,12,12,1
1.0,0.0,1,1,44568.0,2009-05-01,2025,0,17,1,1
1.0,1.0,1,2,12200.0,2009-09-01,2024,0,17,2,1
2.0,0.0,1,2,27220.0,2020-02-01,2020,0,6,6,2
1.0,0.0,1,2,14303.0,2020-02-01,2020,0,6,6,1
2.0,0.0,1,2,10289.0,2013-06-01,2013,0,13,13,2
1.0,0.0,1,2,10618.0,2009-02-01,2024,0,17,2,1
1.0,0.0,1,2,10909.0,2009-06-01,2024,0,17,2,1
2.0,0.0,1,2,31554.0,2010-02-01,2010,0,16,16,2
1.0,0.0,1,2,35968.0,2012-07-01,2026,0,14,0,1
2.0,0.0,1,1,22122.0,2015-10-01,2015,0,11,11,2
1.0,0.0,1,1,21240.0,2026-09-01,2006,0,0,20,1
2.0,0.0,1,2,33181.0,2013-09-01,2013,0,13,13,2
2.0,1.0,1,2,13900.0,2008-06-01,2022,0,18,4,2
2.0,0.0,1,2,18316.0,2017-04-01,2017,0,9,9,2
2.0,0.0,1,1,14858.0,2016-06-01,2016,0,10,10,2
2.0,0.0,1,1,21414.0,2007-11-01,2022,0,19,4,2
1.0,1.0,1,1,14900.0,2010-09-01,2010,0,16,16,0
1.0,0.0,1,1,12992.0,2007-07-01,2015,0,19,11,1
1.0,1.0,1,1,8300.0,2008-08-01,2013,0,18,13,1
1.0,1.0,1,2,10600.0,2005-03-01,2022,0,21,4,0
2.0,0.0,1,1,30320.0,2018-08-01,2018,0,8,8,2
1.0,1.0,1,1,14200.0,2008-02-01,2025,0,18,1,1
2.0,0.0,1,1,28911.0,2026-04-01,2025,0,0,1,2
1.0,0.0,1,1,36570.0,2019-12-01,2019,0,7,7,1
1.0,0.0,1,1,14138.0,2006-12-01,2025,0,20,1,1
2.0,0.0,1,1,21752.0,2020-02-01,2020,0,6,6,2
2.0,0.0,1,1,32808.0,2006-11-01,2026,0,20,0,2
2.0,1.0,1,2,24300.0,2003-10-01,2007,0,23,19,2
2.0,0.0,1,2,4660.0,2010-08-01,2013,0,16,13,2
