credit_limit,num_cards_issued,account_age,pin_age,has_chip,card_type,card_on_dark_web,card_brand_encoded,Cluster
24250.0,2,0,16,1,0.0,0,2,1
6500.0,2,12,12,1,1.0,0,2,0
13900.0,1,16,16,1,1.0,0,1,0
100.0,2,13,13,1,1.0,0,1,0
8000.0,1,18,16,1,1.0,0,1,0
49.0,2,17,2,1,1.0,0,1,0
2900.0,2,0,1,1,1.0,0,0,0
37.0,2,23,10,1,1.0,0,1,0
13606.0,2,18,10,0,0.0,0,1,3
13347.0,2,23,19,1,0.0,0,1,1
54.0,1,21,19,0,1.0,0,1,3
23402.0,2,19,1,0,0.0,0,1,3
1298.0,2,17,0,1,0.0,0,1,1
101.0,1,20,16,1,1.0,0,1,0
70.0,1,0,19,1,1.0,0,2,0
21107.0,2,17,2,1,0.0,0,2,1
15807.0,1,15,1,1,0.0,0,2,2
15839.0,2,23,16,1,0.0,0,1,1
5900.0,2,16,16,1,1.0,0,2,0
13537.0,1,18,2,1,0.0,0,1,2
10609.0,1,6,6,1,0.0,0,2,2
2000.0,2,19,19,1,1.0,0,2,0
4817.0,2,21,12,1,0.0,0,2,1
1300.0,2,21,1,1,1.0,0,1,0
1684.0,1,6,6,1,0.0,0,1,2
2000.0,2,6,6,1,1.0,0,2,0
13200.0,1,21,2,1,1.0,0,1,0
11641.0,2,6,6,1,0.0,0,1,1
7100.0,2,20,1,0,1.0,0,1,3
6000.0,1,18,13,1,1.0,0,1,0
2000.0,2,12,12,1,1.0,0,1,0
15240.0,2,9,9,1,0.0,0,2,1
7272.0,2,20,10,1,0.0,0,1,1
9542.0,2,6,6,1,0.0,0,2,1
84.0,1,12,12,1,1.0,0,2,0
8300.0,2,16,11,1,1.0,0,1,0
11739.0,1,16,1,1,0.0,0,2,2
11093.0,1,15,1,1,0.0,0,2,2
8800.0,2,15,1,1,1.0,0,0,0
13946.0,1,9,9,1,0.0,0,1,2
25529.0,2,16,16,0,0.0,0,2,3
61.0,1,8,8,1,1.0,0,2,0
17536.0,2,9,9,1,0.0,0,1,1
10691.0,1,12,12,1,0.0,0,1,2
75.0,1,17,2,1,1.0,0,1,0
6900.0,1,6,6,1,1.0,0,1,0
2725.0,2,6,6,1,0.0,0,1,1
19600.0,2,7,7,1,1.0,0,0,0
5000.0,2,15,1,1,1.0,0,1,0
10300.0,1,0,0,1,1.0,0,0,0
9230.0,2,18,13,1,0.0,0,1,1
11203.0,1,0,4,1,0.0,0,1,2
12369.0,2,20,16,1,0.0,0,1,1
7900.0,1,18,9,1,1.0,0,2,0
20362.0,2,0,0,1,0.0,0,1,1
16800.0,2,16,11,1,1.0,0,0,0
9600.0,1,18,4,1,1.0,0,2,0
113.0,1,0,4,1,1.0,0,1,0
12358.0,1,23,23,1,0.0,0,1,2
9800.0,2,23,4,1,1.0,0,2,0
17332.0,2,15,0,1,0.0,0,1,1
18776.0,2,17,0,1,0.0,0,1,1
9300.0,1,15,1,1,1.0,0,2,0
8000.0,2,10,10,1,1.0,0,0,0
11194.0,1,12,12,0,0.0,0,1,3
12754.0,2,14,0,1,0.0,0,2,1
9700.0,1,15,13,1,1.0,0,2,0
17936.0,1,14,0,1,0.0,0,1,2
27091.0,1,23,8,1,0.0,0,2,2
67.0,1,15,1,1,1.0,0,1,0
13500.0,2,14,0,1,1.0,0,1,0
10400.0,2,16,13,1,0.0,0,1,1
43169.0,1,21,0,1,0.0,0,1,2
48370.0,2,25,1,1,0.0,0,1,1
17100.0,2,8,8,1,1.0,0,2,0
65.0,1,23,2,1,1.0,0,2,0
2656.0,2,15,11,1,0.0,0,1,1
7800.0,2,19,1,1,1.0,0,1,0
13400.0,1,0,5,1,1.0,0,0,0
16726.0,1,21,6,0,0.0,0,1,3
30162.0,1,21,16,1,0.0,0,2,2
19970.0,1,16,16,1,0.0,0,1,2
31199.0,1,8,8,1,0.0,0,1,2
14983.0,2,20,16,1,0.0,0,1,1
18491.0,2,12,12,1,0.0,0,1,1
23094.0,2,18,1,1,0.0,0,2,1
18300.0,1,21,5,1,1.0,0,2,0
31907.0,1,7,7,1,0.0,0,1,2
32761.0,2,18,4,1,0.0,0,2,1
83.0,2,19,19,1,1.0,0,2,0
13821.0,1,18,2,1,0.0,0,2,2
14400.0,1,0,16,1,1.0,0,2,0
13300.0,1,20,19,1,1.0,0,1,0
12783.0,1,18,16,1,0.0,0,2,2
14321.0,2,14,0,1,0.0,0,1,1
14488.0,2,8,8,1,0.0,0,2,1
36546.0,2,9,9,1,0.0,0,2,1
18462.0,1,0,19,1,0.0,0,1,2
36.0,2,18,8,1,1.0,0,1,0
30074.0,2,23,20,1,0.0,0,1,1
7589.0,1,23,1,1,0.0,0,1,2
27112.0,2,17,11,0,0.0,0,1,3
16700.0,1,18,4,1,1.0,0,1,0
16751.0,2,21,16,1,0.0,0,1,1
12852.0,2,16,0,1,0.0,0,1,1
10200.0,2,19,16,0,1.0,0,0,3
21922.0,1,21,1,1,0.0,0,1,2
9609.0,2,20,4,1,0.0,0,1,1
12194.0,2,15,1,1,0.0,0,1,1
8024.0,2,17,0,1,0.0,0,1,1
8902.0,2,18,4,1,0.0,0,2,1
8081.0,2,23,1,0,0.0,0,2,3
11415.0,2,23,13,1,0.0,0,1,1
1900.0,2,14,0,1,1.0,0,2,0
54.0,1,19,4,1,1.0,0,1,0
405.0,1,6,6,1,0.0,0,1,2
15500.0,2,21,16,1,1.0,0,2,0
3415.0,2,30,0,1,0.0,0,2,1
8500.0,2,19,19,1,1.0,0,2,0
11473.0,2,19,4,1,0.0,0,2,1
23932.0,3,1,1,1,0.0,0,1,1
9614.0,1,16,16,1,0.0,0,1,2
58709.0,1,17,2,1,0.0,0,1,2
98.0,1,17,2,1,1.0,0,1,0
24401.0,1,14,0,1,0.0,0,2,2
3628.0,1,20,13,1,0.0,0,1,2
47359.0,1,6,6,1,0.0,0,2,2
17688.0,1,8,8,1,0.0,0,1,2
15000.0,1,19,13,1,1.0,0,1,0
13700.0,1,17,16,1,1.0,0,0,0
19000.0,1,28,10,1,1.0,0,1,0
7600.0,1,16,16,1,1.0,0,2,0
13788.0,1,7,7,0,0.0,0,1,3
19015.0,2,15,1,1,0.0,0,2,1
6400.0,2,19,19,1,1.0,0,2,0
78.0,2,16,1,1,1.0,0,2,0
12907.0,1,6,6,0,0.0,0,1,3
7100.0,1,6,6,1,1.0,0,0,0
65.0,2,14,0,1,1.0,0,1,0
18526.0,2,10,10,1,0.0,0,1,1
6513.0,2,0,13,1,0.0,0,2,1
5044.0,1,18,4,1,0.0,0,1,2
25079.0,2,19,4,0,0.0,0,2,3
39578.0,1,7,7,1,0.0,0,2,2
9628.0,1,6,6,1,0.0,0,1,2
12512.0,2,16,0,1,0.0,0,2,1
21442.0,2,18,11,1,0.0,0,2,1
60.0,2,6,6,1,1.0,0,2,0
80.0,2,18,13,0,1.0,0,2,3
1300.0,1,12,12,1,1.0,0,2,0
19536.0,1,15,12,1,0.0,0,1,2
9044.0,1,1,13,1,0.0,0,1,2
12500.0,2,8,8,0,1.0,0,2,3
2338.0,2,19,10,1,0.0,0,1,1
19756.0,2,1,13,1,0.0,0,1,1
8300.0,1,21,13,1,1.0,0,0,0
8571.0,2,21,11,1,0.0,0,1,1
15127.0,1,6,6,1,0.0,0,1,2
5400.0,2,6,6,1,1.0,0,2,0
17167.0,1,20,19,1,0.0,0,1,2
17257.0,2,19,19,1,0.0,0,1,1
31829.0,2,21,6,0,0.0,0,1,3
3991.0,2,18,13,1,0.0,0,1,1
3991.0,2,20,13,1,0.0,0,1,1
34953.0,2,0,1,1,0.0,0,1,1
21726.0,1,8,8,1,0.0,0,1,2
15063.0,1,9,9,1,0.0,0,2,2
6335.0,2,20,6,0,0.0,0,2,3
43.0,1,18,13,1,1.0,0,1,0
8100.0,2,10,10,1,1.0,0,2,0
8900.0,2,16,16,1,1.0,0,2,0
19304.0,2,21,16,1,0.0,0,1,1
36548.0,2,19,11,1,0.0,0,2,1
10354.0,1,18,16,1,0.0,0,1,2
8000.0,1,9,9,1,1.0,0,0,0
15100.0,1,6,6,1,0.0,0,1,2
51302.0,1,25,16,1,0.0,0,1,2
80.0,1,23,16,1,1.0,0,1,0
15800.0,1,16,0,1,1.0,0,2,0
16800.0,1,15,1,1,1.0,0,2,0
2600.0,2,13,13,0,1.0,0,2,3
4851.0,1,21,6,1,0.0,0,1,2
7300.0,1,16,1,1,1.0,0,1,0
18540.0,1,17,2,1,0.0,0,1,2
1744.0,1,6,6,1,0.0,0,1,2
33.0,2,17,13,1,1.0,0,1,0
17767.0,1,12,12,1,0.0,0,1,2
57.0,1,13,13,1,1.0,0,1,0
23011.0,1,16,16,1,0.0,0,2,2
19100.0,1,8,8,1,1.0,0,2,0
7834.0,2,30,0,1,0.0,0,1,1
38317.0,2,12,12,1,0.0,0,2,1
40710.0,1,16,16,1,0.0,0,2,2
61355.0,2,11,11,1,0.0,0,1,1
20400.0,1,6,6,1,1.0,0,0,0
28066.0,1,6,6,1,0.0,0,1,2
9059.0,1,23,4,1,0.0,0,1,2
6300.0,2,12,12,1,1.0,0,1,0
12793.0,1,9,9,1,0.0,0,1,2
7800.0,1,6,6,1,1.0,0,1,0
80.0,1,6,6,0,1.0,0,1,3
28747.0,2,16,16,1,0.0,0,1,1
110.0,2,15,1,1,1.0,0,1,0
112.0,2,18,0,1,1.0,0,1,0
9700.0,2,17,1,0,1.0,0,0,3
8600.0,1,17,12,1,1.0,0,2,0
19629.0,2,16,1,1,0.0,0,1,1
20769.0,2,6,6,1,0.0,0,1,1
16371.0,1,6,6,1,0.0,0,1,2
12500.0,1,6,6,1,1.0,0,1,0
18976.0,1,6,6,1,0.0,0,1,2
26147.0,2,10,10,1,0.0,0,1,1
74.0,2,6,6,1,1.0,0,2,0
13964.0,2,6,6,1,0.0,0,2,1
12000.0,2,21,13,1,1.0,0,2,0
14710.0,2,20,10,1,0.0,0,1,1
5600.0,2,18,1,0,1.0,0,1,3
14592.0,2,24,8,1,0.0,0,1,1
16791.0,1,13,13,1,0.0,0,1,2
15909.0,1,18,4,1,0.0,0,1,2
13466.0,2,6,6,0,0.0,0,1,3
5066.0,2,18,10,1,0.0,0,1,1
13452.0,2,21,0,1,0.0,0,2,1
22566.0,1,12,12,1,0.0,0,2,2
101.0,2,6,6,1,1.0,0,1,0
17860.0,1,19,16,1,0.0,0,1,2
13635.0,1,6,6,1,0.0,0,2,2
13500.0,1,6,6,1,1.0,0,1,0
24501.0,1,7,7,1,0.0,0,2,2
15100.0,1,21,1,1,1.0,0,2,0
14709.0,2,0,13,1,0.0,0,1,1
45782.0,1,16,11,0,0.0,0,1,3
33397.0,1,6,6,1,0.0,0,2,2
80.0,1,24,4,1,1.0,0,1,0
5400.0,2,19,13,1,1.0,0,2,0
8374.0,1,20,16,1,0.0,0,2,2
23691.0,2,17,11,1,0.0,0,1,1
15817.0,2,16,13,1,0.0,0,2,1
36912.0,2,17,11,1,0.0,0,1,1
36976.0,2,6,6,1,0.0,0,2,1
15981.0,1,18,4,1,0.0,0,2,2
12758.0,2,19,1,1,0.0,0,2,1
13209.0,2,20,0,1,0.0,0,1,1
16703.0,2,12,12,1,0.0,0,1,1
7300.0,2,16,16,1,1.0,0,0,0
8600.0,2,14,0,1,1.0,0,1,0
22000.0,2,13,13,1,1.0,0,2,0
29739.0,1,0,4,1,0.0,0,1,2
12905.0,2,16,16,1,0.0,0,1,1
447.0,2,20,11,1,0.0,0,1,1
22100.0,1,20,2,1,0.0,0,1,2
7616.0,2,16,16,1,0.0,0,2,1
12551.0,1,7,7,1,0.0,0,1,2
14223.0,2,13,13,1,0.0,0,1,1
11200.0,1,19,19,0,1.0,0,0,3
14000.0,1,7,7,1,1.0,0,1,0
79.0,2,17,2,1,1.0,0,2,0
13547.0,2,6,6,1,0.0,0,2,1
12626.0,1,6,6,1,0.0,0,1,2
17042.0,2,15,1,1,0.0,0,1,1
11930.0,2,15,1,1,0.0,0,1,1
10442.0,2,21,5,1,0.0,0,1,1
23296.0,2,17,12,1,0.0,0,1,1
19555.0,1,16,16,1,0.0,0,2,2
14800.0,1,10,10,0,1.0,0,1,3
11300.0,2,24,1,1,1.0,0,2,0
31.0,1,23,16,1,1.0,0,1,0
24090.0,1,28,2,1,0.0,0,1,2
18138.0,1,20,4,1,0.0,0,1,2
74.0,3,8,8,1,1.0,0,2,0
35791.0,2,17,2,1,0.0,0,2,1
15116.0,1,6,6,1,0.0,0,1,2
427.0,1,18,16,1,0.0,0,1,2
10211.0,2,13,13,1,0.0,0,2,1
11940.0,1,19,1,1,0.0,0,1,2
7400.0,1,32,16,1,1.0,0,2,0
64.0,1,21,12,0,1.0,0,2,3
7343.0,2,0,13,1,0.0,0,1,1
5500.0,1,23,16,1,1.0,0,2,0
21227.0,1,6,6,1,0.0,0,1,2
21943.0,1,6,6,1,0.0,0,1,2
47833.0,2,0,16,1,0.0,0,1,1
17245.0,2,7,7,1,0.0,0,2,1
17564.0,2,16,16,0,0.0,0,1,3
14100.0,1,20,1,1,1.0,0,2,0
14471.0,1,12,12,1,0.0,0,1,2
11399.0,1,18,16,1,0.0,0,1,2
12400.0,3,18,4,1,1.0,0,1,1
38648.0,1,23,5,1,0.0,0,2,2
41051.0,2,20,20,1,0.0,0,1,1
9683.0,2,19,10,1,0.0,0,1,1
15061.0,2,19,19,0,0.0,0,1,3
16652.0,2,18,16,1,0.0,0,1,1
15458.0,2,7,7,1,0.0,0,2,1
11475.0,2,12,12,1,0.0,0,1,1
12031.0,1,12,12,1,0.0,0,1,2
49.0,1,24,2,1,1.0,0,1,0
14408.0,2,18,4,1,0.0,0,1,1
18035.0,1,16,16,1,0.0,0,1,2
16786.0,2,18,4,1,0.0,0,1,1
12009.0,1,20,2,1,0.0,0,2,2
6800.0,1,12,12,1,1.0,0,0,0
10300.0,1,20,2,1,1.0,0,1,0
16274.0,2,17,2,1,0.0,0,1,1
40350.0,1,18,12,1,0.0,0,2,2
22500.0,1,18,16,1,1.0,0,2,0
26110.0,1,14,0,1,0.0,0,2,2
24886.0,1,6,6,1,0.0,0,1,2
12257.0,2,6,6,1,0.0,0,2,1
9700.0,1,16,0,1,1.0,0,2,0
11712.0,1,18,7,1,0.0,0,1,2
10318.0,1,10,10,1,0.0,0,2,2
3836.0,1,20,2,1,0.0,0,1,2
13200.0,2,16,1,1,1.0,0,2,0
56.0,2,17,1,0,1.0,0,1,3
14999.0,1,16,16,1,0.0,0,2,2
9281.0,2,13,13,1,0.0,0,1,1
15512.0,1,13,13,0,0.0,0,2,3
67.0,2,6,6,1,1.0,0,2,0
13206.0,1,8,8,1,0.0,0,1,2
11809.0,1,0,16,1,0.0,0,2,2
29793.0,1,9,9,0,0.0,0,2,3
80.0,1,18,4,1,1.0,0,1,0
32447.0,2,17,2,1,0.0,0,1,1
23912.0,1,23,2,1,0.0,0,2,2
119.0,2,0,0,1,0.0,0,2,1
19137.0,1,17,0,1,0.0,0,1,2
13609.0,1,18,16,1,0.0,0,1,2
8600.0,2,0,0,1,1.0,0,2,0
9401.0,2,16,1,1,0.0,0,1,1
9742.0,1,16,16,1,0.0,0,1,2
4600.0,2,6,6,1,1.0,0,1,0
10305.0,2,24,16,1,0.0,0,1,1
13300.0,2,18,4,1,1.0,0,1,0
48.0,2,20,12,1,1.0,0,1,0
10600.0,1,24,13,0,1.0,0,2,3
95.0,1,24,1,1,1.0,0,1,0
20417.0,2,10,10,1,0.0,0,1,1
16064.0,1,10,10,1,0.0,0,1,2
98.0,1,6,6,1,1.0,0,1,0
16386.0,2,11,11,1,0.0,0,2,1
10100.0,1,6,6,1,1.0,0,2,0
8200.0,2,8,8,1,1.0,0,2,0
4976.0,1,18,4,1,0.0,0,1,2
6076.0,2,0,1,1,0.0,0,2,1
8000.0,3,6,6,1,1.0,0,1,0
14600.0,2,6,6,1,1.0,0,0,0
8300.0,1,18,16,1,1.0,0,1,0
19054.0,2,17,9,1,0.0,0,2,1
29265.0,1,6,6,1,0.0,0,1,2
22245.0,1,6,6,1,0.0,0,1,2
17028.0,2,6,6,1,0.0,0,1,1
67.0,2,17,12,1,1.0,0,1,0
15300.0,2,25,1,1,1.0,0,0,0
20552.0,1,11,11,1,0.0,0,1,2
16300.0,1,17,13,1,1.0,0,2,0
10800.0,2,17,16,1,1.0,0,1,0
64.0,3,15,1,1,1.0,0,2,0
17300.0,1,0,19,1,1.0,0,2,0
13900.0,1,12,12,1,1.0,0,1,0
23807.0,2,14,0,1,0.0,0,1,1
140.0,2,9,9,0,1.0,0,2,3
26329.0,2,11,11,1,0.0,0,1,1
25224.0,1,16,1,0,0.0,0,1,3
8500.0,2,14,0,1,1.0,0,0,0
11200.0,1,21,2,0,1.0,0,2,3
14576.0,2,18,1,1,0.0,0,1,1
9000.0,1,17,2,1,1.0,0,2,0
21409.0,1,6,6,1,0.0,0,2,2
7406.0,2,17,12,1,0.0,0,1,1
3300.0,2,17,16,1,1.0,0,2,0
7300.0,1,18,16,1,1.0,0,1,0
4386.0,1,16,10,1,0.0,0,2,2
13000.0,1,16,0,1,1.0,0,2,0
9120.0,2,17,13,1,0.0,0,1,1
11588.0,1,20,4,1,0.0,0,2,2
7500.0,1,15,1,0,1.0,0,1,3
18042.0,2,15,1,1,0.0,0,2,1
13694.0,2,9,9,1,0.0,0,1,1
15849.0,2,25,2,1,0.0,0,1,1
16566.0,1,21,2,1,0.0,0,2,2
10400.0,1,17,2,1,1.0,0,0,0
9200.0,1,6,6,1,1.0,0,1,0
17967.0,2,6,6,1,0.0,0,1,1
13161.0,1,6,6,1,0.0,0,1,2
11700.0,2,0,4,1,1.0,0,2,0
17678.0,1,9,9,1,0.0,0,1,2
81.0,1,11,11,1,1.0,0,2,0
26231.0,2,9,9,1,0.0,0,1,1
7700.0,1,9,9,1,1.0,0,2,0
6800.0,1,20,2,1,1.0,0,2,0
736.0,2,16,11,1,0.0,0,1,1
96.0,1,14,0,1,1.0,0,2,0
14977.0,1,11,11,0,0.0,0,1,3
13162.0,1,6,6,1,0.0,0,2,2
17649.0,2,13,13,1,0.0,0,2,1
10538.0,1,15,1,1,0.0,0,2,2
10500.0,2,19,1,1,1.0,0,1,0
39441.0,1,24,4,1,0.0,0,2,2
27720.0,2,10,10,1,0.0,0,1,1
5300.0,2,9,9,1,1.0,0,2,0
20182.0,2,6,6,1,0.0,0,2,1
41816.0,1,6,6,1,0.0,0,1,2
39457.0,2,12,12,1,0.0,0,2,1
7900.0,3,17,2,1,1.0,0,2,0
7400.0,2,20,4,1,1.0,0,1,0
107.0,2,8,8,1,1.0,0,1,0
88743.0,2,0,16,1,0.0,0,2,2
2500.0,1,12,12,0,1.0,0,0,3
151223.0,1,0,2,1,0.0,0,1,2
26960.0,1,20,16,1,0.0,0,1,2
69.0,1,13,13,1,1.0,0,1,0
9100.0,1,21,11,1,1.0,0,1,0
23000.0,2,10,10,1,1.0,0,2,0
21900.0,2,16,13,1,1.0,0,2,0
22676.0,1,18,0,1,0.0,0,2,2
65.0,1,17,2,1,1.0,0,2,0
12000.0,2,19,0,1,1.0,0,0,0
20723.0,1,19,13,1,0.0,0,2,2
14200.0,2,10,10,1,1.0,0,1,0
18818.0,1,23,4,1,0.0,0,2,2
20509.0,1,21,19,1,0.0,0,2,2
17510.0,1,24,4,1,0.0,0,2,2
3335.0,1,28,0,1,0.0,0,2,2
4598.0,2,23,9,1,0.0,0,1,1
18498.0,2,0,16,1,0.0,0,1,1
7312.0,2,19,4,1,0.0,0,2,1
34799.0,2,17,12,1,0.0,0,1,1
57.0,2,16,9,1,1.0,0,2,0
14383.0,1,23,1,1,0.0,0,2,2
20666.0,1,26,1,0,0.0,0,2,3
11400.0,2,13,13,1,1.0,0,1,0
19695.0,2,14,0,1,0.0,0,1,1
16578.0,1,26,16,1,0.0,0,2,2
8700.0,2,12,12,1,1.0,0,2,0
10600.0,1,0,13,1,1.0,0,1,0
906.0,2,32,13,1,0.0,0,1,1
42142.0,1,17,16,0,0.0,0,1,3
4000.0,1,6,6,1,1.0,0,1,0
12247.0,1,17,2,1,0.0,0,1,2
77.0,2,6,6,1,1.0,0,1,0
82677.0,1,6,6,1,0.0,0,2,2
15029.0,2,23,19,0,0.0,0,2,3
9700.0,1,17,13,1,1.0,0,2,0
6847.0,2,17,2,1,0.0,0,1,1
4800.0,2,23,1,1,1.0,0,1,0
17294.0,1,24,16,1,0.0,0,1,2
0.0,3,14,0,1,1.0,0,2,0
5857.0,2,0,19,1,0.0,0,1,1
17536.0,2,23,16,1,0.0,0,1,1
61.0,2,19,10,1,1.0,0,1,0
34278.0,1,25,16,1,0.0,0,1,2
38235.0,2,0,10,1,0.0,0,1,1
1587.0,2,16,13,0,0.0,0,2,3
28156.0,2,16,16,1,0.0,0,2,1
6500.0,1,20,8,0,1.0,0,2,3
4324.0,2,15,1,1,0.0,0,1,1
1112.0,2,16,16,1,0.0,0,2,1
19600.0,1,6,6,1,1.0,0,2,0
15182.0,2,19,2,1,0.0,0,2,1
14200.0,1,14,0,1,1.0,0,2,0
30065.0,1,25,1,1,0.0,0,1,2
10600.0,1,6,6,0,1.0,0,2,3
39764.0,1,13,13,1,0.0,0,2,2
27208.0,1,18,4,1,0.0,0,1,2
29637.0,1,16,16,0,0.0,0,1,3
24442.0,1,6,6,1,0.0,0,1,2
28390.0,2,18,4,1,0.0,0,1,1
11510.0,1,1,1,1,0.0,0,1,2
6400.0,1,20,1,1,1.0,0,1,0
40176.0,2,21,2,1,0.0,0,1,1
4400.0,2,15,1,1,1.0,0,2,0
15878.0,2,20,4,1,0.0,0,2,1
8500.0,2,11,11,1,1.0,0,2,0
19597.0,1,16,16,1,0.0,0,1,2
51504.0,1,16,16,1,0.0,0,2,2
27974.0,1,23,0,0,0.0,0,1,3
6629.0,2,19,4,0,0.0,0,1,3
2093.0,2,19,11,1,0.0,0,1,1
27053.0,2,15,1,1,0.0,0,2,1
15800.0,2,24,0,1,0.0,0,1,1
20699.0,1,24,4,1,0.0,0,2,2
31662.0,2,14,0,1,0.0,0,2,1
25292.0,2,13,13,1,0.0,0,1,1
19299.0,1,6,6,1,0.0,0,1,2
27215.0,2,19,16,1,0.0,0,2,1
20300.0,2,17,16,1,1.0,0,1,0
87.0,2,20,20,0,1.0,0,2,3
11700.0,2,13,13,1,1.0,0,2,0
16460.0,2,16,16,1,0.0,0,1,1
27036.0,1,7,7,1,0.0,0,2,2
15925.0,2,19,19,1,0.0,0,2,1
20660.0,2,8,8,1,0.0,0,1,1
18301.0,1,16,16,1,0.0,0,2,2
14200.0,2,16,8,1,1.0,0,2,0
24230.0,1,17,1,1,0.0,0,2,2
102.0,3,8,8,1,1.0,0,1,0
21218.0,2,8,8,1,0.0,0,1,1
27066.0,2,8,8,1,0.0,0,2,1
19723.0,2,20,16,1,0.0,0,1,1
21990.0,2,6,6,1,0.0,0,2,1
14614.0,2,11,11,0,0.0,0,2,3
8700.0,1,6,6,1,1.0,0,2,0
24111.0,1,11,11,1,0.0,0,1,2
34839.0,1,11,11,1,0.0,0,1,2
12800.0,1,16,0,1,1.0,0,1,0
15112.0,2,21,10,1,0.0,0,2,1
14295.0,1,16,16,1,0.0,0,2,2
23244.0,2,19,19,1,0.0,0,1,1
12639.0,1,14,0,1,0.0,0,2,2
13482.0,1,12,12,1,0.0,0,1,2
13022.0,1,16,16,1,0.0,0,1,2
23999.0,2,12,12,0,0.0,0,1,3
18800.0,1,0,1,1,1.0,0,2,0
3900.0,2,12,12,1,1.0,0,2,0
11749.0,2,23,11,1,0.0,0,1,1
77.0,1,0,1,1,1.0,0,1,0
86262.0,2,15,1,1,0.0,0,2,2
92939.0,1,0,1,1,0.0,0,2,2
24546.0,1,18,16,1,0.0,0,2,2
17000.0,1,25,8,1,1.0,0,0,0
6800.0,2,13,13,1,1.0,0,2,0
15100.0,2,15,1,1,1.0,0,1,0
14300.0,1,18,4,1,1.0,0,1,0
4100.0,2,14,0,1,1.0,0,2,0
8500.0,1,20,1,1,1.0,0,1,0
1741.0,1,6,6,1,0.0,0,2,2
74.0,2,6,6,1,1.0,0,1,0
8700.0,1,6,6,0,1.0,0,2,3
9700.0,2,7,7,1,1.0,0,2,0
13800.0,1,17,9,1,1.0,0,1,0
0.0,2,17,1,1,1.0,0,2,0
22501.0,2,16,16,1,0.0,0,2,1
25307.0,2,14,0,1,0.0,0,2,1
23401.0,1,18,1,1,0.0,0,2,2
15485.0,2,0,16,1,0.0,0,2,1
12400.0,2,12,12,1,1.0,0,2,0
14850.0,2,14,0,1,0.0,0,1,1
25093.0,1,24,20,1,0.0,0,1,2
28422.0,2,6,6,1,0.0,0,2,1
10100.0,1,6,6,1,1.0,0,2,0
40.0,2,18,8,1,1.0,0,1,0
18820.0,1,23,4,1,0.0,0,1,2
8562.0,2,20,4,1,0.0,0,2,1
5933.0,1,19,2,1,0.0,0,2,2
33.0,2,24,8,1,1.0,0,2,0
10764.0,1,21,19,1,0.0,0,1,2
8900.0,1,6,6,1,1.0,0,1,0
21131.0,2,19,19,1,0.0,0,1,1
13383.0,2,11,11,1,0.0,0,1,1
58.0,1,16,16,1,1.0,0,1,0
14600.0,2,24,4,1,1.0,0,0,0
23806.0,1,1,4,1,0.0,0,2,2
16422.0,1,19,1,1,0.0,0,1,2
66.0,1,8,8,1,1.0,0,1,0
21032.0,2,6,6,1,0.0,0,2,1
8500.0,2,18,4,1,1.0,0,1,0
17667.0,2,16,1,1,0.0,0,1,1
34013.0,1,14,0,1,0.0,0,2,2
38290.0,1,12,12,1,0.0,0,1,2
17718.0,1,17,16,1,0.0,0,1,2
25878.0,1,23,2,0,0.0,0,1,3
22858.0,1,18,16,1,0.0,0,1,2
19913.0,1,19,16,0,0.0,0,1,3
18648.0,1,6,6,1,0.0,0,1,2
9676.0,1,26,2,1,0.0,0,1,2
4900.0,2,24,22,1,1.0,0,2,0
62.0,1,15,1,1,1.0,0,2,0
17957.0,1,12,12,1,0.0,0,1,2
1816.0,2,21,2,1,0.0,0,1,1
4600.0,2,0,1,1,1.0,0,2,0
91.0,2,23,11,1,1.0,0,2,0
18647.0,1,21,19,1,0.0,0,2,2
18100.0,1,21,4,1,1.0,0,2,0
35.0,2,17,2,1,1.0,0,1,0
19079.0,1,6,6,1,0.0,0,2,2
30000.0,2,6,6,1,0.0,0,2,1
29170.0,1,21,20,1,0.0,0,1,2
19800.0,3,19,1,1,1.0,0,0,1
14500.0,2,24,19,1,1.0,0,2,0
12200.0,2,11,11,1,1.0,0,1,0
1500.0,2,20,8,1,0.0,0,1,1
13700.0,1,25,5,0,1.0,0,2,3
3000.0,1,6,6,1,1.0,0,2,0
1470.0,1,18,4,1,0.0,0,1,2
5500.0,2,21,16,1,1.0,0,2,0
4326.0,2,6,6,1,0.0,0,2,1
13600.0,2,6,6,1,1.0,0,2,0
9562.0,2,18,1,1,0.0,0,2,1
18244.0,1,14,0,1,0.0,0,1,2
81.0,2,11,11,1,1.0,0,2,0
6000.0,1,18,16,1,1.0,0,1,0
16409.0,1,28,4,1,0.0,0,1,2
15822.0,2,20,2,1,0.0,0,2,1
1447.0,2,0,16,1,0.0,0,1,1
6600.0,3,20,16,1,1.0,0,1,0
15700.0,1,20,1,1,1.0,0,2,0
26704.0,2,8,8,1,0.0,0,1,1
43033.0,2,19,13,1,0.0,0,1,1
5800.0,1,6,6,1,1.0,0,0,0
17432.0,1,25,12,1,0.0,0,1,2
34453.0,1,12,12,1,0.0,0,1,2
14800.0,1,23,8,1,1.0,0,1,0
2603.0,1,21,0,1,0.0,0,2,2
11568.0,2,20,4,1,0.0,0,1,1
35943.0,1,25,2,1,0.0,0,2,2
13600.0,1,15,1,1,1.0,0,0,0
8671.0,2,19,2,1,0.0,0,1,1
24498.0,1,14,0,1,0.0,0,2,2
